4.386147990828167309e+01,4.138966024714400049e+01
4.386147990828167309e+01,5.088040578208372722e+01
4.386147990828167309e+01,6.653309953134959187e+01
4.386147990828167309e+01,8.648358217276530979e+01
4.386147990828167309e+01,1.102759365592414014e+02
4.386147990828167309e+01,1.377946870212668671e+02
4.386147990828167309e+01,1.690495169973588077e+02
4.386147990828167309e+01,2.041019438347105108e+02
4.386147990828167309e+01,2.430320068221691088e+02
4.386147990828167309e+01,2.859198369188696915e+02
5.796458525270584516e+01,4.593910178879297490e+01
5.796458525270584516e+01,5.243613468815818379e+01
5.796458525270584516e+01,6.723882652830346274e+01
5.796458525270584516e+01,8.687033939155708140e+01
5.796458525270584516e+01,1.105315379527724389e+02
5.796458525270584516e+01,1.379946830521375887e+02
5.796458525270584516e+01,1.692259374131680545e+02
5.796458525270584516e+01,2.042679593617051523e+02
5.796458525270584516e+01,2.431917193477989088e+02
5.796458525270584516e+01,2.860727711237755102e+02
7.518649668873912617e+01,5.157778526808780128e+01
7.518649668873912617e+01,5.435984328753174566e+01
7.518649668873912617e+01,6.810649500340187501e+01
7.518649668873912617e+01,8.734265800836504923e+01
7.518649668873912617e+01,1.108414580435341179e+02
7.518649668873912617e+01,1.382362564674924670e+02
7.518649668873912617e+01,1.694387409614112130e+02
7.518649668873912617e+01,2.044680760383977827e+02
7.518649668873912617e+01,2.433841947118792746e+02
7.518649668873912617e+01,2.862573160801289305e+02
9.551229205789275056e+01,5.835311135616348110e+01
9.551229205789275056e+01,5.666436911030058354e+01
9.551229205789275056e+01,6.913835646538936430e+01
9.551229205789275056e+01,8.789915760187021476e+01
9.551229205789275056e+01,1.112034417882106396e+02
9.551229205789275056e+01,1.385164178368906391e+02
9.551229205789275056e+01,1.696846594673167488e+02
9.551229205789275056e+01,2.046984937012826435e+02
9.551229205789275056e+01,2.436061172281246172e+02
9.551229205789275056e+01,2.864698711278770702e+02
1.189226765039376943e+02,6.632292590717720770e+01
1.189226765039376943e+02,5.936569195763496509e+01
1.189226765039376943e+02,7.033734594517196115e+01
1.189226765039376943e+02,8.853863124904249560e+01
1.189226765039376943e+02,1.116138463330774044e+02
1.189226765039376943e+02,1.388313584873425555e+02
1.189226765039376943e+02,1.699595554914267268e+02
1.189226765039376943e+02,2.049559557163989894e+02
1.189226765039376943e+02,2.438534116853938087e+02
1.189226765039376943e+02,2.867070938028251703e+02
1.453943510165470911e+02,7.555301402298120195e+01
1.453943510165470911e+02,6.248208940395632283e+01
1.453943510165470911e+02,7.170695388805619075e+01
1.453943510165470911e+02,8.925887095778774949e+01
1.453943510165470911e+02,1.120697915722325178e+02
1.453943510165470911e+02,1.391770859466582522e+02
1.453943510165470911e+02,1.702593070188895865e+02
1.453943510165470911e+02,2.052358228933031228e+02
1.453943510165470911e+02,2.441217953898554924e+02
1.453943510165470911e+02,2.869644667839936574e+02
1.749014613392111528e+02,8.611990958016116338e+01
1.749014613392111528e+02,6.603836738273052731e+01
1.749014613392111528e+02,7.325524479496883146e+01
1.749014613392111528e+02,9.006342718555288229e+01
1.749014613392111528e+02,1.125726049708377872e+02
1.749014613392111528e+02,1.395548221617894740e+02
1.749014613392111528e+02,1.705850623445626582e+02
1.749014613392111528e+02,2.055392386343133069e+02
1.749014613392111528e+02,2.444122990663394148e+02
1.749014613392111528e+02,2.872432680141391756e+02
2.074083771516847037e+02,9.810881959457965706e+01
2.074083771516847037e+02,7.005912515340976654e+01
2.074083771516847037e+02,7.498719895406311764e+01
2.074083771516847037e+02,9.094959817960727833e+01
2.074083771516847037e+02,1.131175561043330902e+02
2.074083771516847037e+02,1.399587549892922880e+02
2.074083771516847037e+02,1.709308117217453855e+02
2.074083771516847037e+02,2.058599839789189616e+02
2.074083771516847037e+02,2.447195985458502321e+02
2.074083771516847037e+02,2.875380883551851525e+02
2.428701109209456206e+02,1.116187057234138535e+02
2.428701109209456206e+02,7.457306413632072406e+01
2.428701109209456206e+02,7.690788121728436977e+01
2.428701109209456206e+02,9.191551092140829837e+01
2.428701109209456206e+02,1.136992695205319848e+02
2.428701109209456206e+02,1.403827376405340033e+02
2.428701109209456206e+02,1.712900778017294670e+02
2.428701109209456206e+02,2.061913533139237416e+02
2.428701109209456206e+02,2.450363953321703718e+02
2.428701109209456206e+02,2.878414172166878870e+02
2.812326027276222362e+02,1.267599721023026973e+02
2.812326027276222362e+02,7.961376551199215612e+01
2.812326027276222362e+02,7.902434846659134848e+01
2.812326027276222362e+02,9.295865123924208717e+01
2.812326027276222362e+02,1.143128881219432174e+02
2.812326027276222362e+02,1.408209519403133640e+02
2.812326027276222362e+02,1.716565379361308885e+02
2.812326027276222362e+02,2.065273853722003423e+02
2.812326027276222362e+02,2.453565718514645084e+02
2.812326027276222362e+02,2.881478685828498669e+02
