1.687539527887775559e-02,1.690006409092011596e-04,2.535009613638011024e-04,1.691501571575122287e-04,5.207203810443056073e-04,1.843731328103672686e-04,7.945024341155876302e-03,1.129111820522636352e-04,1.354181831026282439e-04,1.451757918107389727e-03,3.418021588078415645e-03,1.860390605534019170e-08,4.507221513535920182e-02,3.595819475875249027e-02,9.970983184255755989e-07,1.511755485449687519e+00,6.982835865057070157e-02,5.628239268289712133e-02,5.158540181551912046e-02,1.167374909999998184e-01,1.173735082293359336e-02,7.440068010549531763e-02,3.562012038311233864e-02,1.376478916488473730e-02,6.337433579730096522e-02,3.671510608101124368e-02,1.835755294069954871e-02,1.121966263538230502e-04,1.346293388137359797e-04,1.442154207386409656e-03,3.400841075997487317e-03,5.379986047796926629e-02,4.483433815001762576e-04
1.675841560438883979e-02,1.679025415480929831e-04,2.518538123221392036e-04,1.681354144736339100e-04,5.766402806766238783e-04,1.862069870238300038e-04,9.042635059921574903e-03,1.316079295236227068e-04,1.573454916613108720e-04,1.885293628599638395e-03,4.245577894954952539e-03,2.182301751350579829e-08,4.508623006910751629e-02,3.601852542687514896e-02,1.172385653233936880e-06,1.511773410056417744e+00,6.907657172668939249e-02,5.606109232098829137e-02,5.100957224411900581e-02,1.167385010000000223e-01,1.162606072277569749e-02,7.370491355607347583e-02,3.527883708904202414e-02,1.376909950476696426e-02,6.340649789985591811e-02,3.668811960230670272e-02,1.834405970142062928e-02,1.307747412999760259e-04,1.564286204079352177e-04,1.872823820922972417e-03,4.224240339361083271e-03,5.382891358432186080e-02,4.491911970375722825e-04
1.665641604415443386e-02,1.669552172159804895e-04,2.504328258239637141e-04,1.672901398698275316e-04,6.461500858741179958e-04,1.873729688480209831e-04,1.126409504333887243e-02,1.549100314674872454e-04,1.847818179935662385e-04,2.544887198879495355e-03,5.561568112987596083e-03,2.716896525240365746e-08,4.510346687386630748e-02,3.609980502310700806e-02,1.462068674818699083e-06,1.511623020258318295e+00,6.856046810705072880e-02,5.619519740155354270e-02,5.055592704644493174e-02,1.167395109999998237e-01,1.155986678722949884e-02,7.327608754406624014e-02,3.506324322071881217e-02,1.377883859924620459e-02,6.345202943300760901e-02,3.665791829440561561e-02,1.832895904755215896e-02,1.539297642581136322e-04,1.837055160917229501e-04,2.528054901445912338e-03,5.533617703750021155e-03,5.386749205826946163e-02,4.502005652801524863e-04
1.658434739365385879e-02,1.663119140305238360e-04,2.494678710457867840e-04,1.667688474492512625e-04,7.274173855898655432e-04,1.875757854303586564e-04,1.438748296971087068e-02,1.825043693857296857e-04,2.173654644839429970e-04,3.375119970241211367e-03,7.278564103382752400e-03,3.410156688815729403e-08,4.512750577360424842e-02,3.620614359277461031e-02,1.836463110284652543e-06,1.511482639928307004e+00,6.831721835091805750e-02,5.674229436743898763e-02,5.026844439878017101e-02,1.167405209999996807e-01,1.154974966763693683e-02,7.318161751565993578e-02,3.500270367605246014e-02,1.379062649107068439e-02,6.351432531526307601e-02,3.662451013093485919e-02,1.831225496590761434e-02,1.813498229650024884e-04,2.160997352572013744e-04,3.352800558176934325e-03,7.241991904583846770e-03,5.392135577353388692e-02,4.515798576454516404e-04
1.655489175482364669e-02,1.660990825710675065e-04,2.491486238566031301e-04,1.666953852782768002e-04,8.174696931997477416e-04,1.864410992422377452e-04,1.832669862344379202e-02,2.139492689412910115e-04,2.545864376126612824e-04,4.360887674573211449e-03,9.367495131133721925e-03,4.235726924916314204e-08,4.516155097385458200e-02,3.634178354377513159e-02,2.280802538928207010e-06,1.511475718630643783e+00,6.838340307420416597e-02,5.775875886418746497e-02,5.018220595885182489e-02,1.167415309999997736e-01,1.160489311191373156e-02,7.347924054919408032e-02,3.512277328508218999e-02,1.380236542669847043e-02,6.359659913637434603e-02,3.658790392707167438e-02,1.829395186407551180e-02,2.125964962693383225e-04,2.531047264761716810e-04,4.332062364468528513e-03,9.320447949138156024e-03,5.399518146064869600e-02,4.534900723539375894e-04
1.657911267922498877e-02,1.664292321355541348e-04,2.496438482033416784e-04,1.671828021455928816e-04,9.116817960242201875e-04,1.836921050066678057e-04,2.304831791716110620e-02,2.486496221898331130e-04,2.957207446438196090e-04,5.489912072112372934e-03,1.180537016323524903e-02,5.172464458108906051e-08,4.520901391719837903e-02,3.651100775807319260e-02,2.783103880767232040e-06,1.511720778921168407e+00,6.879503618232336859e-02,5.929972301231273973e-02,5.032847948997558329e-02,1.167425409999996722e-01,1.173419858791295220e-02,7.422347665191689203e-02,3.544756838648852049e-02,1.381215017567956511e-02,6.370212954077429657e-02,3.654810933555033975e-02,1.827405456842304959e-02,2.470791636965850792e-04,2.940015124118315593e-04,5.453662839048487553e-03,1.174614268769467312e-02,5.409357437122735285e-02,4.560865709139969829e-04
1.666802002861940413e-02,1.674146985943875587e-04,2.511220478915827882e-04,1.683462069011594715e-04,1.003951689253709551e-03,1.792803554921778273e-04,2.853063243883737984e-02,2.854307573932640825e-04,3.393447173051114085e-04,6.742938321844000639e-03,1.455891567957984592e-02,6.196998003071707936e-08,4.527367221858139695e-02,3.671810415086342039e-02,3.330198020325668835e-06,1.512345604382612230e+00,6.958753041863434408e-02,6.141905767153108681e-02,5.073720616492252006e-02,1.168260416926063666e-01,1.194667959472046383e-02,7.546808871383783868e-02,3.600071541516798590e-02,1.381795699847143677e-02,6.383433726787064721e-02,3.650513684275884241e-02,1.825256832214409639e-02,2.836314303193295493e-04,3.373756339738593593e-04,6.698499585516926730e-03,1.448601182853410420e-02,5.422136390531114014e-02,4.595346785792857477e-04
1.683273740205885882e-02,1.691643654594663412e-04,2.537465481891944567e-04,1.702919613730964057e-04,1.087208563859405012e-03,1.733780087727338068e-04,3.474158115574437627e-02,3.228176876339111656e-04,3.836425728151324145e-04,8.090384125666498852e-03,1.757747360503499404e-02,7.281766729376445326e-08,4.535958693685848003e-02,3.696734837463142714e-02,3.906747850659144889e-06,1.513487815962287764e+00,7.079564494397420915e-02,6.416938033385687079e-02,5.143832869159019328e-02,1.170681354848423505e-01,1.225157901945577756e-02,7.726720804514861096e-02,3.680578656101708007e-02,1.381759778009764190e-02,6.399686822587309643e-02,3.645899776379469409e-02,1.822949878278742539e-02,3.207887000114143590e-04,3.814230398417925005e-04,8.037222442107369927e-03,1.748971427262242112e-02,5.438371929182574810e-02,4.640133414847829327e-04
1.708414226838868982e-02,1.717852698319099721e-04,2.576779047478545363e-04,1.731248312069164790e-04,1.154210512544052471e-03,1.664004870414019521e-04,4.162509402135142894e-02,3.592969480875062862e-04,4.266943143005777830e-04,9.491260888272916654e-03,2.078980749930783856e-02,8.395301145735897122e-08,4.547084884774414693e-02,3.726299200764304764e-02,4.495479375986376459e-06,1.515288193107467540e+00,7.245340260418758893e-02,6.760206083560399426e-02,5.246259154385118917e-02,1.175201494433815719e-01,1.265839113826978078e-02,7.967589785409701086e-02,3.788652429606072236e-02,1.380880555441460142e-02,6.419369651789752496e-02,3.640970423761285407e-02,1.820485201983051970e-02,3.570494897389377338e-04,4.242374773740116285e-04,9.429166505764519784e-03,2.068646580510889038e-02,5.458619420618508050e-02,4.697146417067869198e-04
1.743280637130681723e-02,1.753898799534922039e-04,2.630848199302461120e-04,1.769643667705569543e-04,1.198646897720453573e-03,1.589451447218940454e-04,4.909172443682894432e-02,3.934447719265461848e-04,4.666319464709052967e-04,1.089356526857758641e-02,2.410400429256763857e-02,9.503564493802246768e-08,4.561118190313877968e-02,3.760925605625774215e-02,5.077983263772726430e-06,1.517878698723775122e+00,7.459397590422675584e-02,7.176723453623005955e-02,5.384206806510834220e-02,1.182255093777037358e-01,1.317682471014289779e-02,8.275037233043891494e-02,3.926695217368866148e-02,1.378941159379213667e-02,6.442923639349475151e-02,3.635726922181384269e-02,1.817863451207356665e-02,3.909977565206846630e-04,4.639605006713545506e-04,1.082270815439002019e-02,2.398488026925903877e-02,5.483471479935488058e-02,4.768471371642297595e-04
